voice title,voice description,reference_audio,,SVDQ-Images,mgm_preview_audio,tts_preview_audio,Tags,MGM WER,TTS WER
Teenage Band Geek (Teen Female),"Fast, enthusiastic, slightly nasal teen female audio. A peppy voice, talking rapidly about practice, gossip, and band dynamics. Fast, bubbly pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/141_teenage-band-geek-teen-female.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_7856cde5095049448f0543341ca245a0.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_fce2c14860d244cfaf08f09ba7b61bc8.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_141_teenage-band-geek-teen-female_1.mp3,"Teen, Female",,
Gruff Fantasy Innkeeper (Middle-aged Male),"Booming, gravelly, impatient middle-aged male audio. A rough voice, shouting about rules, payment, and the quality of his stew. Fast, barking pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/142_gruff-fantasy-innkeeper-middle-aged-male.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_d89ac7fb11264ff88a060e0672f57498.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_1d503ce1914a4020b66003c642467802.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_142_gruff-fantasy-innkeeper-middle-aged-male_1.mp3,"Middle-aged, Male",,
Stressed Stock Trader (Middle-aged Male),"Extremely fast, high-pitched, frantic middle-aged male audio. A voice shouting numbers, acronyms, and curses, fueled by caffeine and panic. Extremely fast, chaotic pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/143_stressed-stock-trader-middle-aged-male.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_e69f9c6f7a6649e99ad9e8416557e268.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_c6039e4fa98d4451bd5f59fb753218d0.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_143_stressed-stock-trader-middle-aged-male_1.mp3,"Middle-aged, Male",,
Gentle Preschool Teacher (Middle-aged Female),"Soft, melodic, patient middle-aged female audio. A sweet, clear voice, speaking slowly, singing simple songs, and offering constant, gentle encouragement. Slow, rhythmic pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/144_gentle-preschool-teacher-middle-aged-female.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_25dd7aab41494de587a6d12b5a9eacf4.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_5fc081cb53554820a273f8aa444eef9c.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_144_gentle-preschool-teacher-middle-aged-female_1.mp3,"Middle-aged, Female",,
Cocky Teenage Drag Racer (Teen Male),"Confident, cool, fast-talking teen male audio. A voice boasting about his car, his skills, and the race, using technical slang. Fast, arrogant pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/145_cocky-teenage-drag-racer-teen-male.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_b370d9bbef4e459d99de515554b9c2c0.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_04d636e2450b499dbc483e0d15d5b60d.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_145_cocky-teenage-drag-racer-teen-male_1.mp3,"Teen, Male",,
Sad Ancient Elven Queen (Senior Female),"Melodic, smooth, melancholic senior female audio. An ancient, ethereal voice (British RP), speaking slowly of lost memories and fading magic. Very slow, lyrical pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/146_sad-ancient-elven-queen-senior-female.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_aea3df2b534a4833b7f82f5def3aba31.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_d4ac5041b265491bb4d754210927824a.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_146_sad-ancient-elven-queen-senior-female_1.mp3,"Senior, Female",,
Hard-Nosed Newspaper Editor (Middle-aged Male),"Fast, sharp, gravelly middle-aged male audio. A classic 1940s newspaper voice, barking orders, demanding rewrites, and shouting ""Stop the presses!"" Fast, clipped, loud pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/147_hard-nosed-newspaper-editor-middle-aged-male.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_de92976af71147e09a76179a1ad47efb.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_9c1065e8630e4e1c9a238ab8c783026c.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_147_hard-nosed-newspaper-editor-middle-aged-male_1.mp3,"Middle-aged, Male",,
Old Wizard Mentor (Senior Male),"Deep, resonant, patient senior male audio. A classic, wise voice (British RP), delivering exposition and advice with calm authority and a reassuring, warm tone. Slow, deliberate pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/149_old-wizard-mentor-senior-male.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_15d35046034947dbb9c5a865ae78d2e5.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_d7604a88f77943b9a4bc00cb0207399d.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_149_old-wizard-mentor-senior-male_1.mp3,"Senior, Male",,
Bored Night Shift Security Guard (Middle-aged Male),"Monotone, slow, low-energy middle-aged male audio. A flat voice (slight regional accent), reporting ""all clear"" over a radio, punctuated by yawns. Very slow, flat pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/150_bored-night-shift-security-guard-middle-aged-male.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_8fe889031c5343679504ed2da9269b0c.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_1b4405f7223c4d13b23b1b8e1aad620b.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_150_bored-night-shift-security-guard-middle-aged-male_1.mp3,"Middle-aged, Male",,
Anxious Bridesmaid (Middle-aged Female),"High-pitched, whispering, frantic middle-aged female audio. A stressed voice, worrying about flowers, timing, and the dress in rapid, hushed bursts. Fast, erratic pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/151_anxious-bridesmaid-middle-aged-female.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_fc3a8bc02c1041e5943944d5cdc80030.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_9d66b5b425414c1f8077c63e976f08ae.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_151_anxious-bridesmaid-middle-aged-female_1.mp3,"Middle-aged, Female",,
Teenage Class Clown (Teen Male),"Energetic, loud, goofy teen male audio. A voice that is always ""on,"" making sound effects, doing bad impressions, and disrupting the class. Fast, erratic pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/152_teenage-class-clown-teen-male.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_8fc8a7f578db47a7bf454daec6dc38bf.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_09d5f070b7554e63816d3fa753005a97.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_152_teenage-class-clown-teen-male_1.mp3,"Teen, Male",,
Catty High School Rival (Teen Female),"Nasally, sarcastic, high-pitched teen female audio. A voice delivering backhanded compliments and undermining comments with a fake, sweet tone. Slow, deliberate, mocking pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/153_catty-high-school-rival-teen-female.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_d5b66d405e3a448f9687f48c2756238e.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_28b0d262cbaf4977b8591fafdaed8009.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_153_catty-high-school-rival-teen-female_1.mp3,"Teen, Female",,
Weary Spaceship Captain (Senior Male),"Deep, gravelly, tired senior male audio. A commanding voice, laced with exhaustion, delivering the Captain's Log with grim determination. Slow, measured pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/154_weary-spaceship-captain-senior-male.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_f69bb441ddca4e1da64e6fc06d2a8d77.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_9eb39651dc0b43d38d214599b8cfc643.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_154_weary-spaceship-captain-senior-male_1.mp3,"Senior, Male",,
Arrogant College Athlete (Middle-aged Male),"Confident, booming, simplistic middle-aged male audio. A deep, jock voice, focused only on the game, speaking with arrogant dismissal of academics. Moderate, confident pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/155_arrogant-college-athlete-middle-aged-male.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_e7a81c6f5cc543f9b7b7d0950ab58635.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_b3efd93276b0421589a1cfc6a1e61036.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_155_arrogant-college-athlete-middle-aged-male_1.mp3,"Middle-aged, Male",,
Gentle Pet Groomer (Middle-aged Female),"Soft, high-pitched, cooing middle-aged female audio. A sweet, reassuring voice, speaking in simple, loving terms to a nervous animal. Slow, rhythmic, comforting pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/156_gentle-pet-groomer-middle-aged-female.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_1367e3efca6d46d0a7867700365ae77d.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_25c2f93ab32e4a329e680b91fcbaffc6.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_156_gentle-pet-groomer-middle-aged-female_1.mp3,"Middle-aged, Female",,
Manic Game Show Contestant (Middle-aged Male),"Loud, breathless, screaming middle-aged male audio. A voice shouting answers, cheering maniacally, and reacting to prizes with explosive joy. Very fast, hysterical pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/157_manic-game-show-contestant-middle-aged-male.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_6f661855fd094efbaff46f174c18a460.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_b119e42456a240eda1ed2f98d7d286b0.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_157_manic-game-show-contestant-middle-aged-male_1.mp3,"Middle-aged, Male",,
Sickly Anime Mother (Middle-aged Female),"Soft, frail, breathy middle-aged female audio. A gentle, loving voice, coughing weakly, offering wisdom from a sickbed. Very slow, weak pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/158_sickly-anime-mother-middle-aged-female.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_4c5b851a667743ccb2fa784dc3d39388.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_152ee6e867284093b36d1adc7d4daf5a.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_158_sickly-anime-mother-middle-aged-female_1.mp3,"Middle-aged, Female",,
Awkward Teen at a Party (Teen Male),"Quiet, cracking, stammering teen male audio. A high-pitched, nervous voice, trying to be cool but failing, speaking in short, awkward sentences. Slow, halting pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/159_awkward-teen-at-a-party-teen-male.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_8b117bd8e3e84ce4bc423c8c016bb2d3.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_b3d2548096d24a378bf7f0c7a658da27.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_159_awkward-teen-at-a-party-teen-male_1.mp3,"Teen, Male",,
Vampire Hunter (Senior Male),"Deep, smooth, menacing senior male audio. An aristocratic European accent, speaking with cold, predatory confidence, enjoying the hunt. Slow, deliberate pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/160_vampire-hunter-senior-male.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_bef36b9ec66d4782a41663976bd0bf04.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_50014ac2737e4018915540ad7df2ac63.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_160_vampire-hunter-senior-male_1.mp3,"Senior, Male",,
Giddy Teenager who Got a Car (Teen Female),"Fast, high-pitched, excited teen female audio. A voice shouting with pure joy, speaking rapidly about freedom and plans. Fast, energetic pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/161_giddy-teenager-who-got-a-car-teen-female.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_0fe3a83586dd416d9a3d9ba33ab98dfe.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_70808d9c6c254e3c8a247c7842ff080c.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_161_giddy-teenager-who-got-a-car-teen-female_1.mp3,"Teen, Female",,
Gruff Desk Police Sergeant (Middle-aged Female),"Deep (for a female), gravelly, sarcastic middle-aged female audio. A weary, cynical voice (city accent), answering the phone and dealing with idiots. Slow, monotone, sharp pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/162_gruff-desk-police-sergeant-middle-aged-female.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_283179dc1e404cd8a560f4143d05e074.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_b691eee90c184c21a0b4c55c2ca8dc32.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_162_gruff-desk-police-sergeant-middle-aged-female_1.mp3,"Middle-aged, Female",,
World-Weary Taxi Driver (Senior Male),"Gravelly, conversational, accented senior male audio. A voice (New York/Chicago accent), delivering unsolicited opinions on the city, traffic, and politics. Moderate, rambling pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/163_world-weary-taxi-driver-senior-male.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_5cf33b8df21c41b3baf8065435a16ae6.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_12f7ab2b8ce146378586da551aec8475.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_163_world-weary-taxi-driver-senior-male_1.mp3,"Senior, Male",,
Idiot Hero Anime Protagonist (Teen Male),"Loud, energetic, confused teen male audio. A brave, loyal voice that is also incredibly dense, shouting and completely misunderstanding the plan. Fast, enthusiastic, simple pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/164_idiot-hero-anime-protagonist-teen-male.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_17d96ebed25f43b383ae8eda96532dc6.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_a005e7d0f3e94203bcc5eb46603b5492.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_164_idiot-hero-anime-protagonist-teen-male_1.mp3,"Teen, Male",,
Scheming Courtier (Middle-aged Male),"Smooth, sibilant, whispering middle-aged male audio. A refined, manipulative voice (British RP), poisoning the king's ear with false logic. Slow, deliberate pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/165_scheming-courtier-middle-aged-male.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_c4a13c2f017644f5979b9b2be1be029d.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_bd0272c1892e4f0e91a53bd25aebaa55.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_165_scheming-courtier-middle-aged-male_1.mp3,"Middle-aged, Male",,
Bossy Older Sister (Teen Female),"Sharp, fast, commanding teen female audio. A nasally, confident voice, delivering orders, criticism, and advice with impatient authority. Fast, clipped pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/166_bossy-older-sister-teen-female.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_be525ffc92a7416cb3723b8870d44aea.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_6b13e12b31fb48408c19d66babe10d26.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_166_bossy-older-sister-teen-female_1.mp3,"Teen, Female",,
Old West Snake Oil Salesman (Middle-aged Male),"Very fast, charismatic, booming middle-aged male audio. A smooth, theatrical voice (Southern accent), making impossible promises about a miracle cure. Very fast, rhythmic pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/167_old-west-snake-oil-salesman-middle-aged-male.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_f2bbf5f7de3e475c992940a7d8ada4c1.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_e2e1c8997f5440f2b8334efce6ceba95.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_167_old-west-snake-oil-salesman-middle-aged-male_1.mp3,"Middle-aged, Male",,
Shy Artist (Middle-aged Female),"Quiet, soft, hesitant middle-aged female audio. A gentle, breathy voice, humbly describing her own work, often apologizing. Slow, timid pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/168_shy-artist-middle-aged-female.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_a069fabc084c47f7af7474a555c5dbde.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_c68f9152b899425abfb7f3f7a2949b15.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_168_shy-artist-middle-aged-female_1.mp3,"Middle-aged, Female",,
Retired Fire Chief (Senior Male),"Deep, booming, calm senior male audio. A confident, gravelly voice, telling intense stories from the past with nostalgic, calm authority. Slow, deliberate pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/169_retired-fire-chief-senior-male.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_29371af71f714f5dab8df3780d11b833.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_5c39ad192e7e40f4a63a16d5663082fb.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_169_retired-fire-chief-senior-male_1.mp3,"Senior, Male",,
Animated Talking Rabbit (Teen Male),"Very fast, high-pitched, energetic teen male audio. A manic, twitchy voice, speaking rapidly, often interrupting himself to panic. Extremely fast, erratic pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/170_animated-talking-rabbit-teen-male.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_cef1f1fac11b4acca9a6880362e46a54.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_d4b89d36f8af46b39745f654962f8465.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_170_animated-talking-rabbit-teen-male_1.mp3,"Teen, Male",,
Sarcastic Animated Goth Teen (Teen Female),"Slow, deep (for a teen), monotone teen female audio. A voice delivering dark, pessimistic observations with dry wit and zero emotion. Very slow, flat pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/171_sarcastic-animated-goth-teen-teen-female.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_fd69584836cd41308ef3c1f9ba538bec.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_5ce3ff3353aa42e38b9f225619a89263.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_171_sarcastic-animated-goth-teen-teen-female_1.mp3,"Teen, Female",,
Corporate Idea Guy (Middle-aged Male),"Energetic, smooth, confident middle-aged male audio. A voice delivering buzzwords and grand, impractical ideas with the passion of a visionary. Fast, enthusiastic pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/172_corporate-idea-guy-middle-aged-male.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_3750baaaf34549c0ac51794eb86fb88a.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_2f881fe361da4ba68d1d30eee8b4489b.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_172_corporate-idea-guy-middle-aged-male_1.mp3,"Middle-aged, Male",,
Panicked Stock Broker during Crash (Middle-aged Female),"High-pitched, screaming, fast middle-aged female audio. A frantic, terrified voice, shouting ""Sell! Sell!"" and dissolving into incoherent panic. Very fast, hysterical pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/173_panicked-stock-broker-during-crash-middle-aged-female.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_dc01d74fd6944569a9f9e003ed8c8e50.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_0759e5c37615420f88a1938722635eda.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_173_panicked-stock-broker-during-crash-middle-aged-female_1.mp3,"Middle-aged, Female",,
Old Kung Fu Master (Senior Male),"Calm, reedy, accented senior male audio. An ancient, thin voice (Asian accent), delivering cryptic, philosophical lessons with frustrating patience. Slow, measured pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/174_old-kung-fu-master-senior-male.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_5f13057aa70844e6ae1c337799523fb3.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_dc47f9e19ff043c0be65792ca2ad7f34.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_174_old-kung-fu-master-senior-male_1.mp3,"Senior, Male",,
Animated Female Action Hero (Middle-aged Female),"Deep, strong, confident middle-aged female audio. A clear, powerful voice, delivering heroic one-liners and battle commands with grit. Moderate, commanding pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/175_animated-female-action-hero-middle-aged-female.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_cfa5cc045ece4b7cbcaca70b8c16d4c1.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_41ca56f31ef449dabe603fd69750b329.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_175_animated-female-action-hero-middle-aged-female_1.mp3,"Middle-aged, Female",,
Teenage Mall Rebel (Teen Male),"Monotone, sarcastic, low-energy teen male audio. A voice delivering cynical observations about conformity while hanging out at the food court. Slow, apathetic pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/176_teenage-mall-rebel-teen-male.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_7ab2eadc282d4b87ab4f72098529c712.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_d01107a347544fe2a6016e353a7428d8.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_176_teenage-mall-rebel-teen-male_1.mp3,"Teen, Male",,
Gushing Grandmother (Senior Female),"High-pitched, emotional, warm senior female audio. A loving voice, delivering excessive praise for minor accomplishments, often near tears with pride. Fast, loving, energetic pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/177_gushing-grandmother-senior-female.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_4c3352c99ac2486c80f1d618771abdd4.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_3b49a35755054f5ea1b4c29b74638f86.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_177_gushing-grandmother-senior-female_1.mp3,"Senior, Female",,
Tired Truck Stop Waitress (Middle-aged Female),"Gravelly, fast, weary middle-aged female audio. A raspy voice (Southern drawl), shouting orders, calling everyone ""Sugar,"" and complaining about her feet. Fast, rhythmic pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/178_tired-truck-stop-waitress-middle-aged-female.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_7a801d830fac4071b1179617ba4e5c37.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_9efb56233bfb41ec8bf59cfe63f68e55.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_178_tired-truck-stop-waitress-middle-aged-female_1.mp3,"Middle-aged, Female",,
Cocky High School Quarterback (Teen Male),"Confident, deep, slightly slow teen male audio. A classic jock voice, speaking with casual arrogance, focused on the game. Moderate, confident pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/179_cocky-high-school-quarterback-teen-male.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_7fe9a0b234b14ddcb58b857f35d58657.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_b11d7d18de9043b7bdffd95a1ea9308f.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_179_cocky-high-school-quarterback-teen-male_1.mp3,"Teen, Male",,
Stressed Museum Curator (Opening Night) (Middle-aged Male),"Fast, whispering, articulate middle-aged male audio. A refined, anxious voice (British accent), frantically giving orders and fixing last-minute details. Fast, clipped, hushed pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/180_stressed-museum-curator-opening-night-middle-aged-male.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_868a5476f5c14ad5adbad966c22fc596.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_06c89de3414e4a8db95b04c4b77bc5a3.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_180_stressed-museum-curator-opening-night-middle-aged-male_1.mp3,"Opening, Night",,
Animated Female Hero Sidekick (Teen Female),"Energetic, optimistic, loud teen female audio. A bright, peppy voice, offering enthusiastic (and often wrong) suggestions, always loyal. Fast, bubbly pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/181_animated-female-hero-sidekick-teen-female.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_0b44312f3f75415a827bf1ed670db80b.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_1cc905fd661643d5870e5c793bc2fa73.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_181_animated-female-hero-sidekick-teen-female_1.mp3,"Teen, Female",,
Old Retired Sailor (Senior Male),"Extremely gravelly, loud, booming senior male audio. A hearty, rough voice (Maritime accent), telling unbelievable stories and laughing loudly. Moderate, strong pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/182_old-retired-sailor-senior-male.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_d6b9b81fca08479299b3108f4f612a16.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_a19809438f304b398bee2278432fd3e9.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_182_old-retired-sailor-senior-male_1.mp3,"Senior, Male",,
Female Cyberpunk Mercenary (Middle-aged Female),"Cold, professional, gravelly middle-aged female audio. A deep, slightly synthesized voice, confirming targets and discussing payment with zero emotion. Moderate, clipped pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/183_female-cyberpunk-mercenary-middle-aged-female.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_4cdd8e498e4d428094163627fdbf3860.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_cd579d39dc3344ef855fb95ecb471675.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_183_female-cyberpunk-mercenary-middle-aged-female_1.mp3,"Middle-aged, Female",,
Nerdy Teen Collector (Teen Male),"Fast, nasally, excited teen male audio. A high-pitched voice, rapidly explaining the collectible value and stats of his favorite game or card. Very fast, articulate pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/184_nerdy-teen-collector-teen-male.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250918/gr_7bf9d1e069d744bfb3ff6adc9b00d21b.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_cba2f0d87abf4e62ae77d0a9d3087537.mp3,https://s3.renderplatform.com/public-renderplatform/examples/20250919/tts_index_example_184_nerdy-teen-collector-teen-male_1.mp3,"Teen, Male",,
