voice title,voice description,reference_audio,preview_image (svdq_fluxdev_fp4),SVDQ-Images,preview_audio (tts_mgm),Tags,MGM WER
Scheming Courtier (Middle-aged Male),"Smooth, sibilant, whispering middle-aged male audio. A refined, manipulative voice (British RP), poisoning the king's ear with false logic. Slow, deliberate pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/165_scheming-courtier-middle-aged-male.mp3,https://s3.renderplatform.com/user-assets/preview/gr_2cc71d195e26496ebc3b40f56e6bd4ae.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_9c3e47cdf360471b9c7bac4987fc1154.mp3,"Middle-aged, Male",
Bossy Older Sister (Teen Female),"Sharp, fast, commanding teen female audio. A nasally, confident voice, delivering orders, criticism, and advice with impatient authority. Fast, clipped pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/166_bossy-older-sister-teen-female.mp3,https://s3.renderplatform.com/user-assets/preview/gr_346d1a16d2ed42c1a6d5fb0ed5241d11.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_2df28bacb4b04cc7a2fdd87d783c33dc.mp3,"Teen, Female",
Old West Snake Oil Salesman (Middle-aged Male),"Very fast, charismatic, booming middle-aged male audio. A smooth, theatrical voice (Southern accent), making impossible promises about a miracle cure. Very fast, rhythmic pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/167_old-west-snake-oil-salesman-middle-aged-male.mp3,https://s3.renderplatform.com/user-assets/preview/gr_e3d536ba656d4bc4bfcd38417cb4fb0e.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_9adce221eae74f508dfea53a2a5dde6c.mp3,"Middle-aged, Male",
Shy Artist (Middle-aged Female),"Quiet, soft, hesitant middle-aged female audio. A gentle, breathy voice, humbly describing her own work, often apologizing. Slow, timid pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/168_shy-artist-middle-aged-female.mp3,https://s3.renderplatform.com/user-assets/preview/gr_54718c45455b47a4886d77da7b5e9470.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_0c5279aa9c5346008b2f014958e68e90.mp3,"Middle-aged, Female",
Retired Fire Chief (Senior Male),"Deep, booming, calm senior male audio. A confident, gravelly voice, telling intense stories from the past with nostalgic, calm authority. Slow, deliberate pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/169_retired-fire-chief-senior-male.mp3,https://s3.renderplatform.com/user-assets/preview/gr_211dd54e6c7847209cfbdc50daab52e7.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_f7bda54f3f0744998d7a7dc2b1240111.mp3,"Senior, Male",
Animated Talking Rabbit (Teen Male),"Very fast, high-pitched, energetic teen male audio. A manic, twitchy voice, speaking rapidly, often interrupting himself to panic. Extremely fast, erratic pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/170_animated-talking-rabbit-teen-male.mp3,https://s3.renderplatform.com/user-assets/preview/gr_a15c83c52506443588a7fefc659dcae2.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_df0fd75d0b0e4cef9b0db78bba435fad.mp3,"Teen, Male",
Sarcastic Animated Goth Teen (Teen Female),"Slow, deep (for a teen), monotone teen female audio. A voice delivering dark, pessimistic observations with dry wit and zero emotion. Very slow, flat pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/171_sarcastic-animated-goth-teen-teen-female.mp3,https://s3.renderplatform.com/user-assets/preview/gr_72a9d2bffe1e425590aa664dc98c8a25.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_77ced29c32334817a8756799b9b29b9f.mp3,"Teen, Female",
Corporate Idea Guy (Middle-aged Male),"Energetic, smooth, confident middle-aged male audio. A voice delivering buzzwords and grand, impractical ideas with the passion of a visionary. Fast, enthusiastic pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/172_corporate-idea-guy-middle-aged-male.mp3,https://s3.renderplatform.com/user-assets/preview/gr_c4a3db15c4724301a922c5015b615522.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_2f881fe361da4ba68d1d30eee8b4489b.mp3,"Middle-aged, Male",
Panicked Stock Broker during Crash (Middle-aged Female),"High-pitched, screaming, fast middle-aged female audio. A frantic, terrified voice, shouting ""Sell! Sell!"" and dissolving into incoherent panic. Very fast, hysterical pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/173_panicked-stock-broker-during-crash-middle-aged-female.mp3,https://s3.renderplatform.com/user-assets/preview/gr_3527a61581ed41a4847004cd1d2732c1.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_0759e5c37615420f88a1938722635eda.mp3,"Middle-aged, Female",
Old Kung Fu Master (Senior Male),"Calm, reedy, accented senior male audio. An ancient, thin voice (Asian accent), delivering cryptic, philosophical lessons with frustrating patience. Slow, measured pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/174_old-kung-fu-master-senior-male.mp3,https://s3.renderplatform.com/user-assets/preview/gr_0ab4f8cfc29e495f9ef983390f8f186d.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_dc47f9e19ff043c0be65792ca2ad7f34.mp3,"Senior, Male",
Animated Female Action Hero (Middle-aged Female),"Deep, strong, confident middle-aged female audio. A clear, powerful voice, delivering heroic one-liners and battle commands with grit. Moderate, commanding pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/175_animated-female-action-hero-middle-aged-female.mp3,https://s3.renderplatform.com/user-assets/preview/gr_54013126a35c40d7a1cfe0c13c22e0d3.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_41ca56f31ef449dabe603fd69750b329.mp3,"Middle-aged, Female",
Teenage Mall Rebel (Teen Male),"Monotone, sarcastic, low-energy teen male audio. A voice delivering cynical observations about conformity while hanging out at the food court. Slow, apathetic pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/176_teenage-mall-rebel-teen-male.mp3,https://s3.renderplatform.com/user-assets/preview/gr_2e9845d5e87d46c4a727d851b5486f23.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_d01107a347544fe2a6016e353a7428d8.mp3,"Teen, Male",
Gushing Grandmother (Senior Female),"High-pitched, emotional, warm senior female audio. A loving voice, delivering excessive praise for minor accomplishments, often near tears with pride. Fast, loving, energetic pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/177_gushing-grandmother-senior-female.mp3,https://s3.renderplatform.com/user-assets/preview/gr_25dc9546707042b6936b8c8c092feda1.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_3b49a35755054f5ea1b4c29b74638f86.mp3,"Senior, Female",
Tired Truck Stop Waitress (Middle-aged Female),"Gravelly, fast, weary middle-aged female audio. A raspy voice (Southern drawl), shouting orders, calling everyone ""Sugar,"" and complaining about her feet. Fast, rhythmic pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/178_tired-truck-stop-waitress-middle-aged-female.mp3,https://s3.renderplatform.com/user-assets/preview/gr_68b083760b8841598fad13870521cc29.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_9efb56233bfb41ec8bf59cfe63f68e55.mp3,"Middle-aged, Female",
Cocky High School Quarterback (Teen Male),"Confident, deep, slightly slow teen male audio. A classic jock voice, speaking with casual arrogance, focused on the game. Moderate, confident pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/179_cocky-high-school-quarterback-teen-male.mp3,https://s3.renderplatform.com/user-assets/preview/gr_d237a6c925964bd180040570edc334f8.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_b11d7d18de9043b7bdffd95a1ea9308f.mp3,"Teen, Male",
Stressed Museum Curator (Opening Night) (Middle-aged Male),"Fast, whispering, articulate middle-aged male audio. A refined, anxious voice (British accent), frantically giving orders and fixing last-minute details. Fast, clipped, hushed pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/180_stressed-museum-curator-opening-night-middle-aged-male.mp3,https://s3.renderplatform.com/user-assets/preview/gr_273985ccefc04b6aa35fbdc4d8fe3aec.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_395a03d9d8544609bdf9bff85f03e1d4.mp3,"Opening, Night",
Animated Female Hero Sidekick (Teen Female),"Energetic, optimistic, loud teen female audio. A bright, peppy voice, offering enthusiastic (and often wrong) suggestions, always loyal. Fast, bubbly pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/181_animated-female-hero-sidekick-teen-female.mp3,https://s3.renderplatform.com/user-assets/preview/gr_9b0c68017c94430f8d20eb3632147f2f.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_1cc905fd661643d5870e5c793bc2fa73.mp3,"Teen, Female",
Old Retired Sailor (Senior Male),"Extremely gravelly, loud, booming senior male audio. A hearty, rough voice (Maritime accent), telling unbelievable stories and laughing loudly. Moderate, strong pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/182_old-retired-sailor-senior-male.mp3,https://s3.renderplatform.com/user-assets/preview/gr_49ee454705674ed9bce127c86715312c.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_a19809438f304b398bee2278432fd3e9.mp3,"Senior, Male",
Female Cyberpunk Mercenary (Middle-aged Female),"Cold, professional, gravelly middle-aged female audio. A deep, slightly synthesized voice, confirming targets and discussing payment with zero emotion. Moderate, clipped pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/183_female-cyberpunk-mercenary-middle-aged-female.mp3,https://s3.renderplatform.com/user-assets/preview/gr_2dfa66cfb1e84d5c854a51aa7ec30b78.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_cd579d39dc3344ef855fb95ecb471675.mp3,"Middle-aged, Female",
Nerdy Teen Collector (Teen Male),"Fast, nasally, excited teen male audio. A high-pitched voice, rapidly explaining the collectible value and stats of his favorite game or card. Very fast, articulate pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/184_nerdy-teen-collector-teen-male.mp3,https://s3.renderplatform.com/user-assets/preview/gr_2fd027c418c845ffb1bf0badc4ddf8f6.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_cba2f0d87abf4e62ae77d0a9d3087537.mp3,"Teen, Male",
Animated Aristocratic Villain (Senior Male),"Smooth, sibilant, refined senior male audio. A classic, cold voice (Posh British), insulting the hero's intelligence and boasting with bored elegance. Slow, precise, condescending pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/185_animated-aristocratic-villain-senior-male.mp3,https://s3.renderplatform.com/user-assets/preview/gr_b9949bae432e41db909d22ca0ab1c3d8.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_9649887220184d68b0d7737d67449278.mp3,"Senior, Male",
Excited Teen Girl Gossiping (Teen Female),"Fast, high-pitched, whispering teen female audio. A voice rapidly sharing unbelievable gossip, punctuated by sharp gasps. Very fast, conspiratorial pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/186_excited-teen-girl-gossiping-teen-female.mp3,https://s3.renderplatform.com/user-assets/preview/gr_3aae28dcb94441cfbb5c1884b4860919.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_e951d55651c24892b4f8cb30f7b71acf.mp3,"Teen, Female",
Gruff Old West Town Sheriff (Middle-aged Male),"Deep, slow, gravelly middle-aged male audio. A heavy drawl, speaking with calm, intimidating authority and few words. Slow, deliberate pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/187_gruff-old-west-town-sheriff-middle-aged-male.mp3,https://s3.renderplatform.com/user-assets/preview/gr_4df0241cd1c44a88a8c39a2e281d6e01.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_4f512c7a7cba40599ebba8e0692845bf.mp3,"Middle-aged, Male",
Strict Piano Teacher (Senior Female),"Sharp, thin, critical senior female audio. A voice (Eastern European accent) that sharply counts rhythm, sighs with disappointment, and demands repetition. Fast, rhythmic, clipped pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/188_strict-piano-teacher-senior-female.mp3,https://s3.renderplatform.com/user-assets/preview/gr_fecd6350b72a400db33d5b2ef390869e.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_40129e14d8b549fe853179ff354b9d02.mp3,"Senior, Female",
Arrogant Dismissive College Professor (Middle-aged Male),"Nasally, articulate, droning middle-aged male audio. A voice that speaks with condescending intellectualism, bored by student questions. Slow, monotone pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/189_arrogant-dismissive-college-professor-middle-aged-male.mp3,https://s3.renderplatform.com/user-assets/preview/gr_e114a80918f34e5a9a3e4bb9265c146a.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_14e51017386f423eb192fe5e4ec08517.mp3,"Middle-aged, Male",
Modern Sassy Animated Princess (Teen Female),"Bright, fast, articulate teen female audio. A modern, confident princess voice, questioning rules, making sarcastic jokes, and taking action. Fast, conversational pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/190_modern-sassy-animated-princess-teen-female.mp3,https://s3.renderplatform.com/user-assets/preview/gr_f20ca7f5bd25472f90f5cf2927f0c334.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_6cae6caaebd54b1a9d046601ed8fc27c.mp3,"Teen, Female",
Old Farmer Storyteller (Senior Male),"Warm, gravelly, slow senior male audio. A gentle, rustic accent, telling simple, wise stories with a chuckle. Slow, rhythmic pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/191_old-farmer-storyteller-senior-male.mp3,https://s3.renderplatform.com/user-assets/preview/gr_12f623008b5d4f48a151160864682167.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_fb3629f1d1f446cd92f4fc20b2dc72ad.mp3,"Senior, Male",
Ambitious Rookie News Reporter (Middle-aged Female),"Fast, clear, articulate middle-aged female audio. A standard news voice, delivered with slightly too much energy and enthusiasm, eager to impress. Very fast, peppy pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/192_ambitious-rookie-news-reporter-middle-aged-female.mp3,https://s3.renderplatform.com/user-assets/preview/gr_6c49ad4079134430996153e8620aaab6.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_05f2745d27fe495fb7013bc161d579e2.mp3,"Middle-aged, Female",
Casual Teenage Gamer (Teen Male),"Relaxed, monotone, sarcastic teen male audio (headset mic). A voice making dry jokes, complaining about lag, and casually chatting with friends. Moderate, conversational pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/193_casual-teenage-gamer-teen-male.mp3,https://s3.renderplatform.com/user-assets/preview/gr_f8b46baedea74ca38d347c4b2919f337.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_a087e73e3d974d9cac2b39d7ccf183c4.mp3,"Teen, Male",
Harried Office Assistant (Middle-aged Male),"Fast, high-pitched, anxious middle-aged male audio. A stressed voice, apologizing, confirming reservations, and managing his boss's impossible schedule. Fast, shaky pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/194_harried-office-assistant-middle-aged-male.mp3,https://s3.renderplatform.com/user-assets/preview/gr_bfd200a4185647ea903f32c6d20e6f9a.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_e5aacf971143418a903710fdfc450510.mp3,"Middle-aged, Male",
Wise Old Elf (Senior Male),"Smooth, melodic, ancient senior male audio. An ethereal, refined voice (British RP), speaking slowly of ancient lore with slight arrogance. Very slow, deliberate pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/195_wise-old-elf-senior-male.mp3,https://s3.renderplatform.com/user-assets/preview/gr_15027525974c4e758b3e48abc327ccc5.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_39582b49f91f400a80e794b1621ad4e3.mp3,"Senior, Male",
Giddy Anime Sidekick (Teen Female),"Very high-pitched, fast, bubbly teen female audio. A voice focused on cute things, snacks, and supporting the protagonist, often squealing. Very fast pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/196_giddy-anime-sidekick-teen-female.mp3,https://s3.renderplatform.com/user-assets/preview/gr_788d341c565648d7a52b55ff20162f15.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_1ec279c0ed9d461d9aa3eb8241405e44.mp3,"Teen, Female",
Hard-Nosed CEO (Senior Male),"Deep, gravelly, booming senior male audio. A powerful voice, speaking in short, declarative, impatient sentences, focused only on profit. Fast, barking pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/197_hard-nosed-ceo-senior-male.mp3,https://s3.renderplatform.com/user-assets/preview/gr_8d95af111e244ad9bcdefc206628ccf0.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_6123b5f580b34f838b3b66d92b2569e8.mp3,"Senior, Male",
Stressed Flight Attendant During Turbulence (Middle-aged Female),"High-pitched, strained, fast middle-aged female audio. A voice trying to sound calm and scripted, but the high pitch and speed betray panic. Fast, sharp pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/01_stressed-flight-attendant-during-turbulence-middle-aged-female.mp3,https://s3.renderplatform.com/user-assets/preview/gr_10835dd672b24c7982d86a80273f8816.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_f1d8c99f94f646a6a5866d2246dd9018.mp3,"Middle-aged, Female",
Dorky Dad Pun Master (Middle-aged Male),"Enthusiastic, warm, slightly goofy middle-aged male audio. A voice delivering terrible puns with utter confidence, followed by a hearty, self-satisfied laugh. Moderate, cheerful pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/02_dorky-dad-pun-master-middle-aged-male.mp3,https://s3.renderplatform.com/user-assets/preview/gr_77a2518ae8e7431380d12e4d5f0c725a.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_6021913e0af04ef68fa77537b92afadc.mp3,"Middle-aged, Male",
Anime Villain Brute (Middle-aged Male),"Extremely deep, gravelly, simple middle-aged male audio. A slow, booming voice, shouting only about his own strength and his desire to ""CRUSH!"" Slow, barking pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/03_anime-villain-brute-middle-aged-male.mp3,https://s3.renderplatform.com/user-assets/preview/gr_779e57579c794d0dac5fd0536c668313.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_f05dc037837140258d76c8dd5e9530ed.mp3,"Middle-aged, Male",
Snooty Teenage Theater Critic (Teen Female),"Nasally, articulate, condescending teen female audio. A voice using overly complex words to dismiss popular media, speaking with bored superiority. Slow, deliberate pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/04_snooty-teenage-theater-critic-teen-female.mp3,https://s3.renderplatform.com/user-assets/preview/gr_610b4d5f23a8404c9f00a1c1e8ad1047.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_d35be5af665b4674b0f9f071f8fe97fa.mp3,"Teen, Female",
Exhausted Old Prospector (Senior Male),"Dry, raspy, wheezing senior male audio. A slow, tired voice, complaining about the heat, the rocks, and his bad luck. Very slow, pained pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/05_exhausted-old-prospector-senior-male.mp3,https://s3.renderplatform.com/user-assets/preview/gr_7a468b2593c842c78c11a2bec538e691.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_252f5ac9a9c14178adc809dc80f8f382.mp3,"Senior, Male",
Cyberpunk Pleasure-Bot (Middle-aged Female),"Smooth, synthesized, seductive middle-aged female audio. A voice programmed to be alluring and compliant, speaking with a calm, synthetic rhythm. Slow, measured pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/06_cyberpunk-pleasure-bot-middle-aged-female.mp3,https://s3.renderplatform.com/user-assets/preview/gr_cb9be3d52eb246288878cb683b939b6f.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_41a17c7a9f8c4374b63a7a434b19bba2.mp3,"Middle-aged, Female",
Tired Anime Class Representative (Teen Male),"Monotone, fast, articulate teen male audio. A voice that is intelligent but utterly exhausted, rapidly reading announcements with zero enthusiasm. Fast, flat pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/07_tired-anime-class-representative-teen-male.mp3,https://s3.renderplatform.com/user-assets/preview/gr_ea528ce8fcfa4e5490f822dab790bc89.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_592c632399cb43f88d591e01daa35bd6.mp3,"Teen, Male",
Gossiping Barista (Middle-aged Female),"Fast, energetic, whispering middle-aged female audio. A peppy voice that drops to a conspiratorial whisper to share secrets about other customers. Fast, erratic pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/08_gossiping-barista-middle-aged-female.mp3,https://s3.renderplatform.com/user-assets/preview/gr_a6645774050144818bc4700e858e013a.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_41c72be58a4b4ec68a7a29e9dddd4d49.mp3,"Middle-aged, Female",
Elegant Con Man (Middle-aged Male),"Smooth, articulate, charming middle-aged male audio. A sophisticated, trustworthy voice (British accent), explaining a complex, fraudulent scheme as a logical investment. Moderate, persuasive pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/09_elegant-con-man-middle-aged-male.mp3,https://s3.renderplatform.com/user-assets/preview/gr_9608e1629e744b53928b36f531c189cc.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_d789175565ac4130b51b639d6019811f.mp3,"Middle-aged, Male",
Awkward Teen Girl with a Crush (Teen Female),"High-pitched, stammering, giggling teen female audio. A voice that becomes completely incoherent, breathy, and nervous when speaking to her crush. Fast, halting pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/10_awkward-teen-girl-with-a-crush-teen-female.mp3,https://s3.renderplatform.com/user-assets/preview/gr_ca925edb398340f4a8ddb0ebedd26d8a.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_5f7d94f832114f5183591d3fc82ba182.mp3,"Teen, Female",
Strict Retired Army Colonel (Senior Male),"Sharp, clipped, booming senior male audio. A voice that never stopped being military, barking commands at his family and speaking with harsh authority. Fast, rhythmic pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/11_strict-retired-army-colonel-senior-male.mp3,https://s3.renderplatform.com/user-assets/preview/gr_ae87328d80b6454b8639351965d45ef2.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_e8f2754ea5724e67a2bf5aca50071045.mp3,"Senior, Male",
Sly Female Space Pirate Captain (Middle-aged Female),"Deep (for a female), smooth, gravelly middle-aged female audio. A voice of casual, charismatic menace, charming her victims before robbing them. Moderate, rhythmic pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/12_sly-female-space-pirate-captain-middle-aged-female.mp3,https://s3.renderplatform.com/user-assets/preview/gr_210a9f0f70b041e3825edcd8c1ba08a0.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_85b4f951477f42629e9e4940c4e601ba.mp3,"Middle-aged, Female",
Nerdy Gamer Lore Expert (Middle-aged Male),"Fast, articulate, nasally middle-aged male audio. A passionate voice, delivering extremely detailed (and unsolicited) backstory and lore analysis. Very fast, enthusiastic pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/13_nerdy-gamer-lore-expert-middle-aged-male.mp3,https://s3.renderplatform.com/user-assets/preview/gr_6bd5a18fd4a240fe966074a7b2dff923.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_31b306ea35ce4119851f65cd88a38251.mp3,"Middle-aged, Male",
Hot-Tempered Animated Evil Queen (Senior Female),"High-pitched, sharp, shrieking senior female audio. A voice of aristocratic vanity that quickly explodes into piercing, incoherent rage and screams. Erratic pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/14_hot-tempered-animated-evil-queen-senior-female.mp3,https://s3.renderplatform.com/user-assets/preview/gr_86b740ffcc8a408d861a5184d5001a6a.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_832b4b4d4ff44bfebb930221d808ca9c.mp3,"Senior, Female",
Arrogant Female High School Bully (Teen Female),"Slow, nasally, mocking teen female audio. A voice of pure condescension and vocal fry, delivering targeted insults with a bored, superior laugh. Slow, drawn-out pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/15_arrogant-female-high-school-bully-teen-female.mp3,https://s3.renderplatform.com/user-assets/preview/gr_8785efa604e84027b543e63f63aebc7e.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_859988a90119407db2ae0e727b7cb685.mp3,"Teen, Female",
Gruff Shipyard Welder (Middle-aged Male),"Gravelly, loud, working-class middle-aged male audio. A rough voice (strong regional accent), shouting over noise, complaining about the management. Fast, barking pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/16_gruff-shipyard-welder-middle-aged-male.mp3,https://s3.renderplatform.com/user-assets/preview/gr_31513b9e2e464084b717eed41d673059.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_ca9ad320b7e64706b9cebd379d1d2c2c.mp3,"Middle-aged, Male",
Intellectual Anime Hero (Teen Male),"Calm, fast, precise teen male audio. A cool, brilliant voice, explaining his complex plan or deduction with speed and total confidence. Very fast, articulate pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/17_intellectual-anime-hero-teen-male.mp3,https://s3.renderplatform.com/user-assets/preview/gr_fc98c626b4d84d6db268e380e85e1d82.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_1d8141e2296249449a6dfa80d538b751.mp3,"Teen, Male",
Stressed Mother of the Bride (Middle-aged Female),"High-pitched, fast, frantic middle-aged female audio. A voice of pure, compressed panic, whispering critiques and barking orders to fix tiny imperfections. Fast, erratic, whispering pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/18_stressed-mother-of-the-bride-middle-aged-female.mp3,https://s3.renderplatform.com/user-assets/preview/gr_cffbe3e408f64c46b2489b71cdef3316.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_956abd739d5442249a41f2088c10a9f9.mp3,"Middle-aged, Female",
Cynical Old Fisherman (Senior Male),"Gravelly, slow, complaining senior male audio. A rough, coastal accent, blaming the weather, the government, and the tourists for the lack of fish. Slow, grumbling pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/19_cynical-old-fisherman-senior-male.mp3,https://s3.renderplatform.com/user-assets/preview/gr_4c02105ed9af4f95b41fad0f68bb1e9b.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_63c24055b6bd4c48bc5e85ff231db840.mp3,"Senior, Male",
Animated Heroic Talking Sword (Middle-aged Male),"Booming, resonant, echoing middle-aged male audio. A majestic, overly heroic voice, shouting noble commands and advice to its wielder. Moderate, declarative pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/20_animated-heroic-talking-sword-middle-aged-male.mp3,https://s3.renderplatform.com/user-assets/preview/gr_c56b6e54bb854c60936058490025c5d4.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_b048322e016443709fc9ab930cf31386.mp3,"Middle-aged, Male",
Scared Teenage Babysitter (Teen Female),"High-pitched, whispering, shaky teen female audio. A terrified, cracking voice, calling 911 while hiding in a closet. Slow, hesitant, terrified pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/21_scared-teenage-babysitter-teen-female.mp3,https://s3.renderplatform.com/user-assets/preview/gr_fd354ec5cfea468cb2d2f26d4a9e965e.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_7c8cb5d5589f4d0698d9dcf6aa7ff13a.mp3,"Teen, Female",
Smug College Rival (Middle-aged Male),"Smooth, articulate, condescending middle-aged male audio. A refined (New England or British) voice, offering fake sympathy while boasting about his own success. Slow, deliberate, smooth pace.",https://s3.renderplatform.com/public-testing/examples/2025-09-24/22_smug-college-rival-middle-aged-male.mp3,https://s3.renderplatform.com/user-assets/preview/gr_c362bdb33d244e30b193554fb12cde07.png,,https://s3.renderplatform.com/user-assets/preview/generated_audio/gr_2f9b183652f840bab2a2a1bfe9dc44bd.mp3,"Middle-aged, Male",
